Epoch,TrainLoss,MincutLoss1,OrthoLoss1,MincutLoss2,OrthoLoss2,ConsisLoss1,ConsisLoss2,EntropyLoss,AMI_fine,AMI_coarse
20,0.2212745539844036,-0.939452251791954,1.1483000695705414,-0.9269654422998428,0.6325757741928101,0.004798268969170749,0.01986360197913765,0.05644568854477257,0,0
40,0.17043246775865556,-0.9387396097183227,1.1175630629062652,-0.8489402711391449,0.5212604463100433,0.00464876526966691,0.04197911447845468,0.033877550694160166,0,0
60,0.12533673644065857,-0.9235366523265839,1.0711060523986817,-0.8425397604703904,0.46654626429080964,0.006039211270399391,0.026058252342046652,0.02208251617848873,0,0
80,0.05985188614577055,-0.9022160708904267,1.006220778822899,-0.7927937924861908,0.3192110389471054,0.008618542272597552,0.015505772922188849,0.004298661975190044,0,0
100,0.010839373129419983,-0.8862217336893081,0.9410943239927292,-0.8433484554290771,0.31037518531084063,0.011702392995357514,0.02183078853413527,0.0035914790933020413,0,0
120,-0.053259733878076074,-0.8752725064754486,0.8938614755868912,-0.8397564142942429,0.2804759293794632,0.014888708153739572,0.018231745064259293,0.001356638694414869,0,0
140,-0.06411877889186143,-0.8666821718215942,0.8628806412220001,-0.7986255884170532,0.274839323759079,0.016675956826657058,0.027124012075364856,0.0011357522234902717,0,0
160,-0.07733274139463901,-0.8590762346982956,0.8360950231552124,-0.8073871940374374,0.2882027328014374,0.0184575860388577,0.025970449857414053,0.002123411918000784,0,0
180,-0.09545815251767635,-0.8511689931154252,0.8065363705158234,-0.8436363071203232,0.30332179069519044,0.020598080195486545,0.029026878951117396,0.003288533759769052,0,0
200,-0.11657049395143985,-0.842068436741829,0.7759851843118668,-0.8446672409772873,0.2950615108013153,0.02285236418247223,0.01939715011976682,0.0027403498068451883,0,0
220,-0.16765263676643372,-0.8339187264442444,0.7453232824802398,-0.8707923501729965,0.2825242057442665,0.025129467062652112,0.012062920443714622,0.0017794514133129269,0,0
240,-0.17635149285197257,-0.8257025748491287,0.7195898592472076,-0.8811450064182281,0.29950387924909594,0.02721347687765956,0.016122980508954186,0.0031156552431639284,0,0
260,-0.1794405497610569,-0.8184093266725541,0.6967567443847656,-0.8937932133674622,0.33962672054767606,0.029264776315540076,0.01042991019785747,0.006226003798656165,0,0
280,-0.1898486591875553,-0.8122244775295258,0.675401371717453,-0.8965482473373413,0.3446135312318802,0.031070415303111075,0.007079506805167243,0.006651885563042015,0,0
300,-0.2027393899857998,-0.8069235503673553,0.6532484292984009,-0.8970952510833741,0.34737293869256974,0.0326653316617012,0.005071229767057041,0.006904379767365754,0,0
320,-0.23265971913933753,-0.800770315527916,0.635688704252243,-0.8357359915971756,0.2931868746876717,0.03439766354858875,0.008803809154779713,0.0028201765031553804,0,0
340,-0.2380688540637493,-0.7957207679748535,0.6187755048274994,-0.8098714292049408,0.2791122019290924,0.03572621010243893,0.00982841113582426,0.001875254526385106,0,0
360,-0.24528797417879106,-0.7903535217046738,0.6040640830993652,-0.8299164533615112,0.28682821393013,0.03661010898649693,0.015983971813694386,0.0025218385839252734,0,0
380,-0.2631779633462429,-0.786969193816185,0.5877593010663986,-0.8436952590942383,0.26505817621946337,0.038183016888797286,0.020440883142874292,0.0011129385558888317,0,0
400,-0.28571225255727767,-0.7827828645706176,0.5727271944284439,-0.8961851239204407,0.2719849243760109,0.04026361145079136,0.007509140251206921,0.0014977276499848814,0,0
420,-0.3165929153561592,-0.7797088325023651,0.559076139330864,-0.8973063588142395,0.2729404240846634,0.041221660934388636,0.0020523743238321803,0.0015942442405503243,0,0
440,-0.32294094264507295,-0.7764278590679169,0.5469467848539352,-0.9003564238548278,0.27135818004608153,0.04238546509295702,0.0034276593010894455,0.001543496857630089,0,0
460,-0.3222513645887375,-0.7744874596595764,0.5357298374176025,-0.8778694570064545,0.2616995431482792,0.04347020722925663,0.012365277530626882,0.0010381138395132439,0,0
480,-0.3245964080095291,-0.7729894936084747,0.5278477907180786,-0.8710981845855713,0.25918947234749795,0.04415420982986688,0.01341749466955749,0.0009422421586350538,0,0
500,-0.33914065062999726,-0.7693537294864654,0.517732584476471,-0.9025258183479309,0.26942607164382937,0.045527597144246104,0.001034668646757966,0.0015614092379109934,0,0
520,-0.36626859456300737,-0.7678325772285461,0.50893734395504,-0.9049220621585846,0.2686969056725502,0.04605576451867819,0.000691571598874656,0.0015587216650601477,0,0
540,-0.3732919469475746,-0.7658198297023773,0.49564474523067475,-0.9042237579822541,0.26769482642412185,0.04645087346434593,0.0006916920188841524,0.0015403705940116197,0,0
