1.221975218504667282e-02,9.611711837351322174e-03,1.166504062712192535e-02,8.102739229798316956e-03,1.289841067045927048e-02,8.573294878005981445e-01,6.385175976902246475e-03,1.630579866468906403e-02,9.372560307383537292e-03,1.006310340017080307e-02,1.773783005774021149e-02,8.788501843810081482e-03,6.618884857743978500e-03,1.290106214582920074e-02
1.540050003677606583e-02,8.851188234984874725e-03,1.538596116006374359e-02,8.098256774246692657e-03,1.225195545703172684e-02,8.562740087509155273e-01,6.925075314939022064e-03,1.539690326899290085e-02,1.010355167090892792e-02,9.126614779233932495e-03,1.476585306227207184e-02,7.794704288244247437e-03,6.685144267976284027e-03,1.294024940580129623e-02
1.164889335632324219e-02,9.611656889319419861e-03,1.144637539982795715e-02,7.630323059856891632e-03,1.319314073771238327e-02,8.511003255844116211e-01,6.488452665507793427e-03,1.881209202110767365e-02,9.007023647427558899e-03,9.672876447439193726e-03,2.110922150313854218e-02,1.020579319447278976e-02,6.978022865951061249e-03,1.309587247669696808e-02
1.210783235728740692e-02,7.741345092654228210e-03,1.193522382527589798e-02,9.146939031779766083e-03,9.412652812898159027e-03,8.587015867233276367e-01,7.656326517462730408e-03,1.273543387651443481e-02,8.091718889772891998e-03,1.078357826918363571e-02,2.217787131667137146e-02,1.172071695327758789e-02,7.260501850396394730e-03,1.052815839648246765e-02
1.380618289113044739e-02,7.620951160788536072e-03,1.415403001010417938e-02,1.023022551089525223e-02,8.687356486916542053e-03,8.492895960807800293e-01,8.101775310933589935e-03,1.325173582881689072e-02,8.219312876462936401e-03,1.077312324196100235e-02,2.607534825801849365e-02,1.317481882870197296e-02,7.112136110663414001e-03,9.503358975052833557e-03
1.281289290636777878e-02,7.575834169983863831e-03,7.664120290428400040e-03,9.093896485865116119e-03,8.939873427152633667e-03,8.483670949935913086e-01,8.910138159990310669e-03,1.931340992450714111e-02,6.174830254167318344e-03,9.215851314365863800e-03,1.230112090706825256e-02,1.795632950961589813e-02,1.938580535352230072e-02,1.228877995163202286e-02
1.201218366622924805e-02,8.189305663108825684e-03,7.000075653195381165e-03,9.838775731623172760e-03,8.952755481004714966e-03,8.530539274215698242e-01,9.301015175879001617e-03,1.779758371412754059e-02,6.071907933801412582e-03,9.234647266566753387e-03,1.263981778174638748e-02,1.536441128700971603e-02,1.978116668760776520e-02,1.076246704906225204e-02
1.322457659989595413e-02,1.109401043504476547e-02,8.558886125683784485e-03,9.645534679293632507e-03,1.723840460181236267e-02,7.976889014244079590e-01,1.558829937130212784e-02,6.659853737801313400e-03,9.598236531019210815e-03,1.706564798951148987e-02,1.310272794216871262e-02,1.288817077875137329e-02,5.900922417640686035e-02,8.637481369078159332e-03
1.390308234840631485e-02,9.678007103502750397e-03,9.492198005318641663e-03,8.801259100437164307e-03,1.330707035958766937e-02,8.301981687545776367e-01,1.537226233631372452e-02,6.921336986124515533e-03,7.191892247647047043e-03,1.431473903357982635e-02,1.181283779442310333e-02,1.280497573316097260e-02,3.787944093346595764e-02,8.322774432599544525e-03
1.244097668677568436e-02,1.054190378636121750e-02,1.052542869001626968e-02,1.179848145693540573e-02,1.149806007742881775e-02,8.177539706230163574e-01,1.546671520918607712e-02,5.752695724368095398e-03,8.750257082283496857e-03,1.689411513507366180e-02,1.225665118545293808e-02,1.130196172744035721e-02,4.622834548354148865e-02,8.790308609604835510e-03
1.264233887195587158e-02,9.036980569362640381e-03,1.132606342434883118e-02,1.150749623775482178e-02,1.006835140287876129e-02,8.475527763366699219e-01,1.469593960791826248e-02,6.026498042047023773e-03,7.810852024704217911e-03,1.120891701430082321e-02,1.183201745152473450e-02,9.594606235623359680e-03,2.798934839665889740e-02,8.707840926945209503e-03
1.150823198258876801e-02,8.572781458497047424e-03,1.694307290017604828e-02,9.288177825510501862e-03,8.283121511340141296e-03,8.694544434547424316e-01,9.708003140985965729e-03,7.983783259987831116e-03,8.045542053878307343e-03,1.050190441310405731e-02,9.141728281974792480e-03,1.045521721243858337e-02,1.057283114641904831e-02,9.541181847453117371e-03
1.305796578526496887e-02,9.597825817763805389e-03,1.154507044702768326e-02,1.128040999174118042e-02,8.174400776624679565e-03,8.703376650810241699e-01,9.455231018364429474e-03,8.019454777240753174e-03,7.478048559278249741e-03,1.120699010789394379e-02,7.084471639245748520e-03,1.036672480404376984e-02,1.183079089969396591e-02,1.056489069014787674e-02
1.084428932517766953e-02,1.260231994092464447e-02,1.045517064630985260e-02,1.548351347446441650e-02,9.749321267008781433e-03,8.678464293479919434e-01,8.503593504428863525e-03,9.178189560770988464e-03,7.049834355711936951e-03,1.052059326320886612e-02,7.036054506897926331e-03,9.462594054639339447e-03,9.992823936045169830e-03,1.127528212964534760e-02
1.110366731882095337e-02,2.192421816289424896e-02,9.177020750939846039e-03,1.263737212866544724e-02,7.622916717082262039e-03,8.569111227989196777e-01,8.067148737609386444e-03,1.171714998781681061e-02,7.464875001460313797e-03,1.143817137926816940e-02,7.722131442278623581e-03,1.286754477769136429e-02,9.035210125148296356e-03,1.231148466467857361e-02
