Epoch,TrainLoss,MincutLoss1,OrthoLoss1,MincutLoss2,OrthoLoss2,ConsisLoss1,ConsisLoss2,EntropyLoss,AMI_fine,AMI_coarse
880,-0.36516496241092683,-0.7722129315137863,0.4996310845017433,-0.8050268292427063,0.2836123287677765,0.04444309305399656,0.02770383991301221,0.0028416503017069774,0.3679660595380159,0
900,-0.36340866833925245,-0.770858496427536,0.4940858095884323,-0.8055927217006683,0.29263257682323457,0.045260668359696866,0.025354366656393717,0.0035992295004007246,0.36714340615604724,0
920,-0.3818920128047466,-0.7689235359430313,0.48608621060848234,-0.8064362823963165,0.2898026637732983,0.04531596060842276,0.023777359724045016,0.003723584447288886,0.3701913345521663,0
940,-0.3794776156544685,-0.7682251840829849,0.48313567638397215,-0.8171023458242417,0.29851860404014585,0.046576260961592196,0.02947692153975401,0.004379898982006125,0.3691348587596307,0
960,-0.36624886840581894,-0.7670973896980285,0.48070657849311826,-0.7889775156974792,0.2892323933541775,0.04762974511831999,0.03480380903929517,0.003696733179981493,0.36878641982294447,0
980,-0.37099921852350237,-0.7662728488445282,0.4732177510857582,-0.7969344526529312,0.2936851479113102,0.04794890116900206,0.03323492808267495,0.004553714455687441,0.369172851191449,0
1000,-0.39342785328626634,-0.7650343865156174,0.4675944298505783,-0.7967562258243561,0.2699417293071747,0.04750063139945269,0.02721290700151202,0.0020293146604672073,0.3673874173252036,0
1020,-0.39939446896314623,-0.7644957870244979,0.4653190180659294,-0.7969513297080993,0.28423133194446565,0.047762361355125904,0.02238355986774041,0.0033372235688148067,0.369404321882456,0
1040,-0.3867421358823776,-0.7632305264472962,0.4601059049367905,-0.7832635164260864,0.2849781386554241,0.04847956895828247,0.02936000498011714,0.003613783183391206,0.36863854649635425,0
1060,-0.40815127938985823,-0.7612628102302551,0.4559174358844757,-0.802489972114563,0.27473174482584,0.049528233148157595,0.027380812726915348,0.0025540376256685702,0.36761879690685056,0
1080,-0.391411130130291,-0.7612308263778687,0.45173077285289764,-0.8035474628210068,0.29980348944664004,0.04958004001528025,0.027432906255126205,0.005556551978224888,0.3689457425329705,0
1100,-0.4153416782617569,-0.7602904856204986,0.4499875009059906,-0.8079033583402634,0.2777165874838829,0.05070135686546564,0.021323612891138304,0.002793369925348088,0.37057632539183577,0
1120,-0.4237988948822021,-0.7597025096416473,0.4429803371429443,-0.8009886175394059,0.26965127140283585,0.05081486515700817,0.03204897493124016,0.0023634183657122777,0.36724796583530045,0
1140,-0.418432380259037,-0.7582668155431748,0.4395364701747894,-0.7992628306150437,0.27854258120059966,0.052079449966549875,0.028403954207897358,0.0031754273775732146,0.3702221357127506,0
1160,-0.4053884088993073,-0.7573707818984985,0.43552337884902953,-0.7848952829837799,0.2850536420941353,0.05172199178487062,0.02681042626500189,0.004065654965233989,0.3689196379222184,0
1180,-0.3976686134934425,-0.757237246632576,0.4336554065346718,-0.7880414426326752,0.29562007635831833,0.05253188591450453,0.029741643182933736,0.004967127472627908,0.36888341155433535,0
1200,-0.4130904316902161,-0.7561125785112381,0.4301509246230125,-0.7951896637678146,0.28391360118985176,0.052177047915756704,0.029382895492070533,0.0038322497333865614,0.36951678977501445,0
1220,-0.4057388946413994,-0.7550868034362793,0.42820478826761244,-0.7971694886684417,0.30597846359014513,0.05367854442447424,0.02943742740899339,0.006991675158496946,0.36937685779557766,0
1240,-0.4449538677930832,-0.7548315197229385,0.42199145406484606,-0.7946901470422745,0.26308992356061933,0.054156001470983026,0.025327428616583925,0.0021458524570334703,0.37041050032803075,0
1260,-0.4445343568921089,-0.753312486410141,0.42112707644701003,-0.8115826308727264,0.2827169492840767,0.05433085523545742,0.020800494961440992,0.003676055738469586,0.3716639941922458,0
1280,-0.4301035240292549,-0.7527489691972733,0.41792411655187606,-0.8017180889844895,0.2816119410097599,0.054799955897033216,0.032091328315437276,0.003833909661625512,0.37048554470268946,0
1300,-0.44404219686985014,-0.7531076222658157,0.4123420029878616,-0.7900218784809112,0.25980131402611734,0.05474367681890726,0.028394826129079183,0.0022195291996467857,0.37230305238198125,0
1320,-0.44912281781435015,-0.7524498850107193,0.4121168553829193,-0.7971697568893432,0.2746779784560204,0.0558308208361268,0.026356774475546418,0.003274739408516325,0.3696864265014804,0
1340,-0.4460840240120888,-0.7519822090864181,0.40707669109106065,-0.7914139807224274,0.2692481853067875,0.055975059792399404,0.031012520100921398,0.0032765484444098546,0.3708424683672225,0
1360,-0.4602636471390724,-0.750325745344162,0.4011414974927902,-0.7995226204395294,0.26503644734621046,0.0567065205425024,0.027289657252751332,0.0025576663319952786,0.3709367937693539,0
1380,-0.44533487111330033,-0.7510268330574036,0.401114459335804,-0.7935022562742233,0.27669779360294344,0.055901576019823554,0.02692595105618357,0.004064318633754738,0.37308738271674846,0
1400,-0.4548534959554672,-0.7504325389862061,0.39894850105047225,-0.7970474779605865,0.2727343887090683,0.05596135091036558,0.02443710900843223,0.003374500939389691,0.3719088692261116,0
1420,-0.46835044771432877,-0.7498637348413467,0.3976471066474915,-0.7918261080980301,0.26036607176065446,0.057732736133038996,0.02870495291426836,0.0024697298242244868,0.37181436072326696,0
1440,-0.4650146454572678,-0.7488765180110931,0.39297231286764145,-0.7824132561683654,0.26849815919995307,0.057407893054187295,0.015223953872920706,0.0029799765907227993,0.3718886924684458,0
1460,-0.4645528495311737,-0.7486837536096573,0.392271089553833,-0.7829362183809281,0.2602317065000534,0.05828893817961216,0.02499712593853568,0.002551729715196416,0.3736060261375313,0
1480,-0.4749928042292595,-0.7480210721492767,0.3877307802438736,-0.789487212896347,0.25359612628817557,0.058052791841328145,0.02716353423893477,0.0020729429001221434,0.37410590713288217,0
1500,-0.4827499330043793,-0.7484594792127609,0.3850635886192322,-0.7875851809978485,0.2590600371360779,0.05808793529868126,0.011485138349238954,0.002436142580700107,0.3725315728495375,0
