1.623094640672206879e-02,9.179064072668552399e-03,1.792813278734683990e-02,1.426478102803230286e-02,1.868733577430248260e-02,1.557543221861124039e-02,1.064973510801792145e-02,1.302630174905061722e-02,8.442940115928649902e-01,1.404146570712327957e-02,1.674187369644641876e-02,9.380950592458248138e-03
2.293831110000610352e-02,1.553591713309288025e-02,1.752282306551933289e-02,1.218466181308031082e-02,1.996057853102684021e-02,8.746857754886150360e-03,9.725606068968772888e-03,1.161586865782737732e-02,8.299369812011718750e-01,2.176471240818500519e-02,2.055260352790355682e-02,9.515007026493549347e-03
2.013415843248367310e-02,1.588498987257480621e-02,1.450380124151706696e-02,1.225701346993446350e-02,1.938569732010364532e-02,7.739747408777475357e-03,1.075694523751735687e-02,1.161912549287080765e-02,8.338235020637512207e-01,2.344206720590591431e-02,1.975460350513458252e-02,1.069835014641284943e-02
1.948816701769828796e-02,1.163738500326871872e-02,1.644050888717174530e-02,1.303989905864000320e-02,1.927010715007781982e-02,1.107978168874979019e-02,9.134018793702125549e-03,1.286962442100048065e-02,8.421806097030639648e-01,1.685957796871662140e-02,1.828928291797637939e-02,9.711125865578651428e-03
1.934901438653469086e-02,1.649567298591136932e-02,1.613052189350128174e-02,1.272488478571176529e-02,1.851131021976470947e-02,8.040956221520900726e-03,1.092838589102029800e-02,1.025013159960508347e-02,8.357229828834533691e-01,2.319492027163505554e-02,1.787445507943630219e-02,1.077669207006692886e-02
1.482546795159578323e-02,9.773338213562965393e-03,1.610191911458969116e-02,1.369493547827005386e-02,1.838524639606475830e-02,1.661340147256851196e-02,9.898590855300426483e-03,1.249514147639274597e-02,8.472267389297485352e-01,1.416721753776073456e-02,1.655929721891880035e-02,1.025864668190479279e-02
1.680021546781063080e-02,1.074225269258022308e-02,1.507075875997543335e-02,1.370294392108917236e-02,1.978274807333946228e-02,1.348143164068460464e-02,9.761373512446880341e-03,1.172246504575014114e-02,8.456897735595703125e-01,1.683093793690204620e-02,1.686441898345947266e-02,9.550740942358970642e-03
1.485182903707027435e-02,9.988281875848770142e-03,1.819658093154430389e-02,1.277942396700382233e-02,1.792951300740242004e-02,1.282406505197286606e-02,9.521096944808959961e-03,1.276944670826196671e-02,8.471878170967102051e-01,1.606324315071105957e-02,1.724046841263771057e-02,1.064827572554349899e-02
1.358548551797866821e-02,8.328359574079513550e-03,2.260865829885005951e-02,1.333249267190694809e-02,1.824769005179405212e-02,1.560443546622991562e-02,1.017534919083118439e-02,1.353958807885646820e-02,8.392763137817382812e-01,1.676417142152786255e-02,1.831770874559879303e-02,1.021963823586702347e-02
1.992030255496501923e-02,1.243834011256694794e-02,1.469915639609098434e-02,1.253663655370473862e-02,2.004765905439853668e-02,1.158604305237531662e-02,9.612255729734897614e-03,1.162297278642654419e-02,8.422348499298095703e-01,1.746851205825805664e-02,1.828814111649990082e-02,9.545104578137397766e-03
