Epoch,TrainLoss,MincutLoss1,OrthoLoss1,MincutLoss2,OrthoLoss2,ConsisLoss1,ConsisLoss2,EntropyLoss,AMI_fine,AMI_coarse
20,0.16017329767346383,-0.9708720922470093,1.0611117005348205,-0.9999999940395355,0.765366843342781,0.005705500929616391,2.6426480117848747e-15,0.09728602021932602,0,0.0
40,0.0718858301639557,-0.9642843127250671,1.005236130952835,-1.0,0.6402486652135849,0.00653623107355088,2.602738809397165e-10,0.06512171998620034,0,-1.3542707699248626e-05
60,0.01682101907208562,-0.9569845855236053,0.9360083252191543,-1.0,0.6424765422940254,0.008283977094106377,0.003956365399065186,0.06360078351572156,0,0.0
80,0.011615679413080216,-0.9441960871219635,0.8655792206525803,-1.0,0.7653668522834778,0.010844656545668841,2.7336863463247755e-15,0.09607398249208927,0,0.0
100,-0.059895715489983556,-0.9315760254859924,0.8042219460010529,-0.9092847675085067,0.6781463146209716,0.013023384101688861,0.001969372481110319,0.06618322506546974,0,0.17917347737747888
120,-0.14499235190451146,-0.9291647166013718,0.7685012340545654,-0.6976696088910103,0.43198297172784805,0.01375843328423798,0.012442934606227037,0.018217962578637524,0,0.06055120284125474
140,-0.2097207047045231,-0.9256598234176636,0.7328304439783097,-0.7158656597137452,0.3002351984381676,0.014876587362959982,0.013763822987676696,0.00256555262603797,0,0.46502834292947687
160,-0.21634552180767058,-0.9196513891220093,0.6933894395828247,-0.5937495335936547,0.3005034938454628,0.016571137681603433,0.022994991485030255,0.0026312005531508474,0,0.00726444027832313
180,-0.2452602356672287,-0.9122973948717117,0.6487761586904526,-0.580904158949852,0.2948586016893387,0.01853569122031331,0.025017315056175837,0.0021851968835107983,0,0.009410719207692167
200,-0.29239201098680495,-0.9050709813833236,0.6051498800516129,-0.7560742408037185,0.3272658407688141,0.020649902522563934,0.0342701419256643,0.00529308503610082,0,0.27805453547525244
220,-0.3271211445331573,-0.8995016276836395,0.5692533403635025,-0.7814258754253387,0.33756102025508883,0.022351357713341714,0.012539765425027919,0.006284278683597222,0,0.4154019622097716
240,-0.3425751566886902,-0.8963287949562073,0.5439249992370605,-0.7875114470720291,0.34502708464860915,0.023578395787626504,0.01321365777403281,0.007008941192179918,0,0.4120034719393315
260,-0.3661550536751747,-0.8941806524991989,0.524065038561821,-0.7767927050590515,0.3086293816566467,0.024396346136927604,0.005949022062125558,0.003639854775974527,0,0.4103343521793954
280,-0.3720333337783813,-0.8924211025238037,0.5080459266901016,-0.7609212100505829,0.30715719908475875,0.025077426619827748,0.015235315449539183,0.003638818900799379,0,0.4092244017441081
300,-0.38998641818761826,-0.8908527165651321,0.49419928193092344,-0.7772272020578385,0.29350231140851973,0.025740391202270986,0.009962074458600641,0.0023853767197579145,0,0.4085072371686799
320,-0.4044502764940262,-0.8893371909856796,0.48246550261974336,-0.7702371537685394,0.28694230020046235,0.02646784596145153,0.003327076882125638,0.001840187917696312,0,0.5453439342427987
340,-0.416376094520092,-0.887861180305481,0.47202744632959365,-0.7991165727376938,0.28793792724609374,0.027274078503251076,0.008004909101875537,0.0019832223770208657,0,0.5452738651586994
360,-0.4203076034784317,-0.8867193102836609,0.4625836119055748,-0.7998421013355255,0.2917230635881424,0.027646602876484395,0.010699343401940281,0.0024234503682237117,0,0.5456562554387961
380,-0.41766677647829054,-0.8855416178703308,0.4547616422176361,-0.7566778361797333,0.28495231866836546,0.028160410467535257,0.004020390287043621,0.0018750387418549508,0,0.5449073385727516
400,-0.4263747826218605,-0.8848078310489654,0.4483502730727196,-0.7795047968626022,0.28610999286174776,0.028626833856105805,0.006710519362242794,0.002043045166647062,0,0.40615621891926834
420,-0.42590309828519823,-0.8838943928480149,0.44221017360687254,-0.7501419216394425,0.2829920887947083,0.02914212569594383,0.0060531122609990854,0.0018527776177506895,0,0.4054872351691098
440,-0.42363356351852416,-0.8831377863883972,0.4363612741231918,-0.7228994756937027,0.2798539027571678,0.029584121983498336,1.786348863893408e-15,0.0016594839107710868,0,0.4055989331242039
460,-0.4346591427922249,-0.8825109750032425,0.4315512582659721,-0.7747384637594223,0.28817628473043444,0.029923665151000024,0.014190220925958013,0.002462151669897139,0,0.25665330028318917
480,-0.4327606648206711,-0.8817237079143524,0.4263380870223045,-0.7656208336353302,0.2946117639541626,0.030263629835098983,0.011507408507169812,0.0031336301937699316,0,0.5452092148444493
500,-0.4395649150013924,-0.8810338735580444,0.4222223550081253,-0.7610463410615921,0.2809975102543831,0.03072612164542079,0.009499310422690416,0.0019531977304723114,0,0.5457162892619054
520,-0.4457487389445305,-0.8805059939622879,0.4175010651350021,-0.7710086017847061,0.2808713838458061,0.031120615359395743,0.014956606086345404,0.0020108890719711782,0,0.405293862546526
540,-0.4397109493613243,-0.8800415873527527,0.4134608581662178,-0.7351803243160248,0.27678061425685885,0.03138673072680831,0.006135088205340476,0.001742277154698968,0,0.5465156727455441
560,-0.44451934546232225,-0.8790789276361466,0.4089993253350258,-0.748733001947403,0.27731178849935534,0.03188704689964652,0.010920951422307671,0.0018527072796132415,0,0.40869042334810646
580,-0.44770963340997694,-0.8785477370023728,0.4050016313791275,-0.7490664899349213,0.2761553481221199,0.032399722188711164,0.00889021810144423,0.0018240845296531917,0,0.548336502446669
600,-0.45199837535619736,-0.8779245495796204,0.4010652720928192,-0.7532883077859879,0.27597519755363464,0.03263397291302681,0.006854743696751842,0.0018747401307336986,0,0.5478735565647569
620,-0.4608397215604782,-0.8775976955890655,0.3979419365525246,-0.7806467801332474,0.279184964299202,0.0329718055203557,0.01579592712223642,0.002216633572243154,0,0.548348473376385
640,-0.45473953485488894,-0.876891839504242,0.3943013533949852,-0.7497342497110366,0.274184887111187,0.033233408629894254,0.008945299312473284,0.0018612670945003628,0,0.547729883016772
660,-0.4660029888153076,-0.8763611078262329,0.3910959154367447,-0.7844167858362198,0.27740664780139923,0.03370748665183783,0.01585909910500182,0.002183911233441904,0,0.5476997152941785
680,-0.4680613785982132,-0.8761000126600266,0.3873451292514801,-0.7843255519866943,0.27688220143318176,0.033894413895905015,0.015898203291001542,0.0022066486068069934,0,0.5481927989641971
700,-0.4633742719888687,-0.8756790816783905,0.38426980674266814,-0.767204612493515,0.2737114951014519,0.034315630234777926,0.01661613713949992,0.0020185333560220897,0,0.4108561265191839
720,-0.4571674719452858,-0.8750186085700988,0.381490021944046,-0.7403924465179443,0.27217628359794616,0.03442443199455738,0.009023141209038507,0.0019787323544733226,0,0.5452319238597257
740,-0.4760463461279869,-0.874669873714447,0.37785995453596116,-0.7851443350315094,0.2736319497227669,0.03483974486589432,0.015290969610217744,0.0021360659797210247,0,0.5457737639471882
760,-0.4789602428674698,-0.8740641742944717,0.3742999702692032,-0.787750855088234,0.27595811784267427,0.035086514241993425,0.01183983711525902,0.0024143612419720737,0,0.5459648926607996
780,-0.4776707738637924,-0.8739092648029327,0.37152962386608124,-0.7848615139722824,0.27254514396190643,0.03540163971483708,0.018151409644635217,0.0021757096226792784,0,0.5454696860745286
800,-0.4784223407506943,-0.8732050150632858,0.36898106932640073,-0.7835581332445145,0.2709236413240433,0.035914719477295874,0.018885355535896355,0.002110540308058262,0,0.5457136417831386
