0.000000	0.361253	0.186226	0.000000	0.194346	0.000000	0.000000	0.000000	0.258174
0.000000	0.108779	0.737227	0.094854	0.059139	0.000000	0.000000	0.000000	0.000000
0.000000	0.395609	0.286502	0.212508	0.105380	0.000000	0.000000	0.000000	0.000000
0.732330	0.123003	0.065288	0.000000	0.079379	0.000000	0.000000	0.000000	0.000000
0.000000	0.259822	0.605877	0.080874	0.053427	0.000000	0.000000	0.000000	0.000000
0.000000	0.088173	0.840184	0.000000	0.071642	0.000000	0.000000	0.000000	0.000000
0.000000	0.353864	0.188420	0.000000	0.207844	0.000000	0.000000	0.000000	0.249872
0.000000	0.079888	0.770042	0.048000	0.102070	0.000000	0.000000	0.000000	0.000000
0.000000	0.262999	0.662445	0.000000	0.074555	0.000000	0.000000	0.000000	0.000000
0.000000	0.386622	0.442650	0.000000	0.170727	0.000000	0.000000	0.000000	0.000000
0.000000	0.080917	0.840971	0.000000	0.078111	0.000000	0.000000	0.000000	0.000000
0.000000	0.198654	0.549708	0.000000	0.117690	0.000000	0.000000	0.000000	0.133947
0.000000	0.231864	0.642068	0.000000	0.126067	0.000000	0.000000	0.000000	0.000000
0.000000	0.094145	0.829979	0.000000	0.075875	0.000000	0.000000	0.000000	0.000000
0.000000	0.320011	0.462339	0.000000	0.217649	0.000000	0.000000	0.000000	0.000000
0.000000	0.348264	0.343813	0.206464	0.101459	0.000000	0.000000	0.000000	0.000000
0.000000	0.419793	0.471722	0.000000	0.108483	0.000000	0.000000	0.000000	0.000000
0.000000	0.125923	0.823411	0.000000	0.050665	0.000000	0.000000	0.000000	0.000000
0.000000	0.471613	0.265535	0.195474	0.067377	0.000000	0.000000	0.000000	0.000000
0.000000	0.247677	0.613182	0.000000	0.139140	0.000000	0.000000	0.000000	0.000000
0.000000	0.183157	0.784039	0.000000	0.032803	0.000000	0.000000	0.000000	0.000000
0.000000	0.178717	0.515641	0.188236	0.117405	0.000000	0.000000	0.000000	0.000000
0.000000	0.079298	0.871967	0.000000	0.048734	0.000000	0.000000	0.000000	0.000000
0.000000	0.094768	0.853739	0.000000	0.051492	0.000000	0.000000	0.000000	0.000000
0.000000	0.169613	0.669949	0.000000	0.160437	0.000000	0.000000	0.000000	0.000000
0.273792	0.457311	0.268896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.173202	0.756737	0.000000	0.070060	0.000000	0.000000	0.000000	0.000000
